contig	genus	size	category-pident_90	rep_type(s)	relaxase_type(s)	mpf_type	orit_type(s)	predicted_mobility	AMR_type
GCF_012934575.1-NZ_CP051717.1	Escherichia	85236	typical plasmid	IncFIB,IncQ1	-	-	-	non-mobilizable	AMR
GCF_036884545.1-NZ_CP145673.1	Escherichia	85214	typical plasmid	IncX1,IncY	MOBP	-	-	mobilizable	non-AMR
GCF_002192275.1-NZ_CP021734.1	Escherichia	85195	typical plasmid	IncN,IncY	MOBC	MPF_T	-	conjugative	AMR
GCF_004804185.1-NZ_CP039405.1	Escherichia	85191	typical plasmid	IncFIB,IncFII,IncK2/Z	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_018884345.1-NZ_CP035834.1	Escherichia	85171	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	-	conjugative	non-AMR
GCF_000091005.1-NC_013369.1	Escherichia	85167	typical plasmid	IncFIB,IncI-gamma/K1	MOBP	-	MOBP	mobilizable	non-AMR
GCF_036884545.1-NZ_CP145674.1	Escherichia	85155	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	AMR
GCF_024298485.1-NZ_CP101225.1	Escherichia	85147	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_024918135.1-NZ_CP103470.1	Escherichia	85055	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_002741595.1-NZ_CP024292.1	Escherichia	85054	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_050265335.1-NZ_CP169037.1	Escherichia	85012	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_002009315.1-NZ_CP019909.1	Escherichia	85009	typical plasmid	IncFIC,rep_cluster_2244,rep_cluster_2313	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_003031735.1-NZ_CP020511.1	Escherichia	85008	typical plasmid	IncI1/B/O	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_025426195.1-NZ_CP104849.1	Escherichia	85007	typical plasmid	IncFIA,IncFIA,IncFIB	MOBF,MOBF	MPF_F	MOBF	conjugative	AMR
GCF_022349925.1-NZ_CP092253.1	Escherichia	84986	typical plasmid	IncI1/B/O	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_003956265.1-NZ_CP025855.1	Escherichia	84977	typical plasmid	IncK2/Z	-	-	-	non-mobilizable	non-AMR
GCF_029278625.2-NZ_CP119580.2	Escherichia	84973	typical plasmid	IncFIA,IncFIB,IncFIC	-	-	-	non-mobilizable	non-AMR
GCF_002870165.1-NZ_CP025625.1	Escherichia	84952	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_002180135.1-NZ_CP021684.1	Escherichia	84929	typical plasmid	IncFIA	MOBF,MOBF	MPF_F	MOBP	conjugative	AMR
GCF_040234295.1-NZ_CP158114.1	Escherichia	84925	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_009720465.1-NZ_CP041959.1	Escherichia	84917	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	AMR
GCF_030013825.1-NZ_CP122849.1	Escherichia	84901	typical plasmid	IncFIA,IncFIC	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_002741355.1-NZ_CP024281.1	Escherichia	84894	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_028622595.1-NZ_CP117631.1	Escherichia	84891	typical plasmid	IncFIA,IncFIC	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_019710415.1-NZ_CP081195.1	Escherichia	84890	typical plasmid	IncFIA,IncFIC	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_024330145.2-NZ_CP116920.1	Escherichia	84886	typical plasmid	IncFIB	MOBC	MPF_T	-	conjugative	AMR
GCF_031167875.1-NZ_CP133455.1	Escherichia	84868	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_045182765.1-NZ_CP173999.1	Escherichia	84803	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_033037735.1-NZ_CP127005.1	Escherichia	84777	typical plasmid	IncY,rep_cluster_1704	-	-	MOBF	mobilizable	AMR
GCF_015139375.1-NZ_AP022544.1	Escherichia	84757	typical plasmid	IncHI1B	-	-	-	non-mobilizable	non-AMR
GCF_003667385.1-NZ_CP032988.1	Escherichia	84688	typical plasmid	IncR,IncX1	-	-	MOBF	mobilizable	AMR
GCF_001969285.3-NZ_CP019215.2	Escherichia	84615	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_014169115.1-NZ_AP022071.1	Escherichia	84553	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_030296255.1-NZ_AP027435.1	Escherichia	84551	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_030996425.1-NZ_CP115344.1	Escherichia	84550	typical plasmid	IncFIB,IncFII,rep_cluster_2131	MOBP	-	-	mobilizable	AMR
GCF_031663095.1-NZ_CP134369.1	Escherichia	84532	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	AMR
GCF_040703075.1-NZ_CP160026.1	Escherichia	84521	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	AMR
GCF_041320175.1-NZ_CP100985.1	Escherichia	84516	typical plasmid	rep_cluster_2272	MOBF	MPF_F	-	conjugative	AMR
GCF_030013495.1-NZ_CP122728.1	Escherichia	84442	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_029201525.1-NZ_CP102695.1	Escherichia	84427	typical plasmid	IncY	-	-	-	non-mobilizable	non-AMR
GCF_002854065.1-NZ_CP024154.1	Escherichia	84404	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_036499005.1-NZ_AP027623.1	Escherichia	84338	typical plasmid	IncY	-	-	-	non-mobilizable	AMR
GCF_038430275.1-NZ_CP131686.1	Escherichia	84251	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_029990605.1-NZ_CP124399.1	Escherichia	84202	typical plasmid	IncFIA,IncFIA,IncFIB,IncFII,rep_cluster_2131	MOBP	-	-	mobilizable	AMR
GCF_045278015.1-NZ_CP127328.1	Escherichia	84198	typical plasmid	IncI2	MOBP	MPF_T	-	conjugative	AMR
GCF_017348835.2-NZ_CP072312.1	Escherichia	84178	typical plasmid	IncFIB,IncFIC,rep_cluster_2244	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_051106255.1-NZ_CP176407.1	Escherichia	84177	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_024585805.1-NZ_CP074009.1	Escherichia	84156	typical plasmid	IncHI1B	MOBH	-	-	mobilizable	AMR
GCF_009948655.1-NZ_CP041414.1	Escherichia	84140	typical plasmid	IncFIC,IncI1	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_029854535.1-NZ_CP123031.1	Escherichia	84132	typical plasmid	IncFIA,IncFIB,IncFII,IncFII	MOBF	-	-	mobilizable	AMR
GCF_002196495.1-NZ_CP021847.1	Escherichia	84091	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_032164495.1-NZ_CP125884.1	Escherichia	84082	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_030169475.1-NZ_CP104621.1	Escherichia	84082	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_003020885.1-NZ_CP026855.1	Escherichia	84078	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	AMR
GCF_013371745.1-NZ_CP055261.1	Escherichia	84033	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_013389695.1-NZ_CP058304.1	Escherichia	84033	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_017357705.1-NZ_CP043263.1	Escherichia	84014	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_002589795.1-NZ_CP023896.1	Escherichia	83988	typical plasmid	IncY	-	-	-	non-mobilizable	non-AMR
GCF_034422435.1-NZ_CP139841.1	Escherichia	83987	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_050704915.1-NZ_CP077590.1	Escherichia	83981	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_014854635.1-NZ_CP062214.1	Escherichia	83974	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_026427755.1-NZ_CP044440.1	Escherichia	83958	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_020886495.2-NZ_AP025216.1	Escherichia	83929	typical plasmid	IncHI1B	MOBH	-	-	mobilizable	AMR
GCF_001900615.1-NZ_CP010138.1	Escherichia	83922	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_029854495.1-NZ_CP123019.1	Escherichia	83900	typical plasmid	IncFIA,IncFIB,IncFII,IncFII	MOBF	-	-	mobilizable	AMR
GCF_048571665.1-NZ_CP074974.1	Escherichia	83883	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_003667405.1-NZ_CP032991.1	Escherichia	83867	typical plasmid	IncFIA,IncFII,IncN	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_003433275.1-NZ_CP009052.1	Escherichia	83860	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_900174625.1-NZ_LT838199.1	Escherichia	83831	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_900174635.1-NZ_LT838204.1	Escherichia	83831	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_022558685.1-NZ_CP060881.1	Escherichia	83754	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_030296235.1-NZ_AP027430.1	Escherichia	83702	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_018884525.1-NZ_CP035877.1	Escherichia	83694	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	AMR
GCF_049265845.1-NZ_CP074733.1	Escherichia	83692	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_009720465.1-NZ_CP041957.1	Escherichia	83648	typical plasmid	IncFIA	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_018884465.1-NZ_CP035863.1	Escherichia	83626	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_029542125.1-NZ_CP110513.1	Escherichia	83623	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_003018935.1-NZ_CP027436.1	Escherichia	83611	typical plasmid	IncFIB,IncI-gamma/K1	MOBP	-	-	mobilizable	non-AMR
GCF_024499175.1-NZ_CP075725.1	Escherichia	83577	typical plasmid	IncFIA,IncFIC	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_048571355.1-NZ_CP074865.1	Escherichia	83548	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	AMR
GCF_022376675.1-NZ_CP035829.1	Escherichia	83544	typical plasmid	IncFIA,IncFIB	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_016126995.1-NZ_CP065969.1	Escherichia	83533	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_025996075.1-NZ_AP026107.1	Escherichia	83529	typical plasmid	IncFIA,IncFIB	-	-	-	non-mobilizable	non-AMR
GCF_041319985.1-NZ_CP100912.1	Escherichia	83522	typical plasmid	IncFII,rep_cluster_2183	MOBF	MPF_F	-	conjugative	AMR
GCF_030515555.1-NZ_CP082096.1	Escherichia	83519	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_037543915.1-NZ_CP148342.1	Escherichia	83511	typical plasmid	IncFIB	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_012934555.1-NZ_CP051720.1	Escherichia	83503	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_013374295.2-NZ_AP023231.2	Escherichia	83453	typical plasmid	IncFIA	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_019431335.1-NZ_CP080236.1	Escherichia	83443	typical plasmid	IncFIA,IncFII	MOBF,MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_024918815.1-NZ_CP103720.1	Escherichia	83426	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_004010575.1-NZ_CP034804.1	Escherichia	83424	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_020683085.1-NZ_CP085624.1	Escherichia	83408	typical plasmid	IncFIA,IncFIC	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_030296195.1-NZ_AP027420.1	Escherichia	83405	typical plasmid	IncFIC,IncN	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_904831845.1-NZ_LR883005.1	Escherichia	83375	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_030012725.1-NZ_CP122920.1	Escherichia	83375	typical plasmid	IncFIA,IncFIC	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_048160285.1-NZ_CP182400.1	Escherichia	83374	typical plasmid	IncFIA,IncFIC	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_045517155.1-NZ_CP171884.1	Escherichia	83358	typical plasmid	IncFIA,IncFIA,IncFIB,IncFII	MOBF	MPF_F	-	conjugative	non-AMR
GCF_020808965.1-NZ_CP086260.1	Escherichia	83340	typical plasmid	IncI1/B/O	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_046097055.1-NZ_CP175683.1	Escherichia	83313	typical plasmid	IncFIA,IncFIB,IncFII,IncFII,IncQ1	MOBF	-	-	mobilizable	AMR
GCF_022494605.1-NZ_CP091655.1	Escherichia	83291	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_000493595.2-NZ_CBTO010000001.1	Escherichia	83288	typical plasmid	rep_cluster_2244	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_015508805.1-NZ_AP022813.1	Escherichia	83276	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_025369675.1-NZ_CP104512.1	Escherichia	83246	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_029094485.1-NZ_CP119123.1	Escherichia	83235	typical plasmid	IncFIA,IncFIA,IncFIB	-	-	-	non-mobilizable	non-AMR
GCF_003112145.1-NZ_CP028111.1	Escherichia	83211	typical plasmid	IncFIB,IncI1	MOBP	-	-	mobilizable	non-AMR
GCF_050704235.1-NZ_CP077577.1	Escherichia	83146	typical plasmid	IncFIA,IncFIC	MOBF,MOBF	MPF_F	MOBF	conjugative	AMR
GCF_014169915.1-NZ_AP022300.1	Escherichia	83140	typical plasmid	IncFIA	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_002156825.1-NZ_CP021337.1	Escherichia	83138	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_016903815.1-NZ_CP069972.1	Escherichia	83090	typical plasmid	IncI1/B/O	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_043995155.1-NZ_CP171865.1	Escherichia	83076	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_018884365.1-NZ_CP035839.1	Escherichia	83042	typical plasmid	IncFIA,IncFIB,IncFIC	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_030389235.1-NZ_CP128889.1	Escherichia	83028	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_003956325.1-NZ_CP025922.1	Escherichia	83017	typical plasmid	IncFIA	MOBF	MPF_F	-	conjugative	non-AMR
GCF_050703695.1-NZ_CP077554.1	Escherichia	83017	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_003112225.1-NZ_CP028124.1	Escherichia	83012	typical plasmid	IncFIB,IncI-gamma/K1	MOBP	-	MOBP	mobilizable	non-AMR
GCF_002946715.1-NZ_CP026726.1	Escherichia	83010	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_028622655.1-NZ_CP117648.1	Escherichia	82983	typical plasmid	IncFIA,IncFIB	MOBF	MPF_F	-	conjugative	non-AMR
GCF_030038665.1-NZ_CP124437.1	Escherichia	82979	typical plasmid	IncFIA,IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_019355455.1-NZ_CP059121.1	Escherichia	82943	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_030038515.1-NZ_CP124443.1	Escherichia	82934	typical plasmid	IncFIA,IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_027945095.1-NZ_CP116036.1	Escherichia	82920	typical plasmid	IncI1/B/O	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_900196535.2-NZ_CP043544.1	Escherichia	82910	typical plasmid	IncFIB,rep_cluster_2244	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_904833135.1-NZ_LR883052.1	Escherichia	82909	typical plasmid	IncFIB,IncFII,IncI-gamma/K1	-	MPF_F	MOBP	mobilizable	non-AMR
GCF_051122685.1-NZ_CP182223.1	Escherichia	82885	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_019431295.1-NZ_CP080227.1	Escherichia	82875	typical plasmid	IncFIA,IncFIC	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_024918015.1-NZ_CP103523.1	Escherichia	82867	typical plasmid	IncFIA,IncFIB,IncFII	MOBF	-	-	mobilizable	AMR
GCF_019434375.1-NZ_CP076528.1	Escherichia	82856	typical plasmid	IncY	-	-	-	non-mobilizable	non-AMR
GCF_045348715.1-NZ_CP162187.1	Escherichia	82844	typical plasmid	IncR,IncX1	-	-	MOBF	mobilizable	AMR
GCF_036505315.1-NZ_AP027815.1	Escherichia	82826	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_020683085.1-NZ_CP085625.1	Escherichia	82796	typical plasmid	IncFIB,IncFIC,IncQ1,rep_cluster_2244	MOBP	MPF_F	MOBF	conjugative	AMR
GCF_016904815.1-NZ_CP070299.1	Escherichia	82787	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_013315695.1-NZ_CP054354.1	Escherichia	82764	typical plasmid	IncI1/B/O	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_027944835.1-NZ_CP116147.1	Escherichia	82763	typical plasmid	IncFIA,IncN	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_027944775.1-NZ_CP116118.1	Escherichia	82761	typical plasmid	IncFIB,IncFII,rep_cluster_2131	MOBP	-	-	mobilizable	non-AMR
GCF_024917535.1-NZ_CP103591.1	Escherichia	82743	typical plasmid	IncFIB,IncFII,rep_cluster_2131	MOBP	-	-	mobilizable	non-AMR
GCF_027945095.1-NZ_CP116037.1	Escherichia	82743	typical plasmid	IncFIB,IncFII,rep_cluster_2131	MOBP	-	-	mobilizable	non-AMR
GCF_026074175.1-NZ_AP026905.1	Escherichia	82743	typical plasmid	IncFIB,IncFII,rep_cluster_2131	MOBP	-	-	mobilizable	non-AMR
GCF_022494075.1-NZ_CP058882.1	Escherichia	82730	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_037568285.1-NZ_CP148428.1	Escherichia	82725	typical plasmid	IncFIA,IncX1	MOBF	MPF_F	MOBF,MOBP	conjugative	AMR
GCF_035621615.1-NZ_CP141790.1	Escherichia	82724	typical plasmid	IncFIA,IncN,IncU	-	MPF_F	-	non-mobilizable	AMR
GCF_006352265.1-NZ_CP040070.1	Escherichia	82718	typical plasmid	IncFIA,IncFIB,IncFII,IncFII	MOBF	-	-	mobilizable	AMR
GCF_002165095.2-NZ_CP032880.1	Escherichia	82675	typical plasmid	IncK2/Z	MOBP	MPF_I	-	conjugative	non-AMR
GCF_014904145.2-NZ_CP075478.1	Escherichia	82668	typical plasmid	IncFIA	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_038430275.1-NZ_CP131687.1	Escherichia	82641	typical plasmid	IncFIA,IncFIA,IncFIB,IncFII	MOBF	MPF_T	-	conjugative	AMR
GCF_039911655.1-NZ_CP157150.1	Escherichia	82634	typical plasmid	IncFIB	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_019431295.1-NZ_CP080226.1	Escherichia	82610	typical plasmid	IncFIA,IncFII	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_001617565.1-NZ_CP015141.1	Escherichia	82588	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_009948655.1-NZ_CP041413.1	Escherichia	82584	typical plasmid	IncI-gamma/K1	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_964053165.1-NZ_OZ040766.1	Escherichia	82579	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_002741175.1-NZ_CP024231.1	Escherichia	82510	typical plasmid	IncFIA	MOBP,MOBP	-	MOBP	mobilizable	non-AMR
GCF_964036705.1-NZ_OZ038536.1	Escherichia	82497	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_049852205.1-NZ_CP187536.1	Escherichia	82494	typical plasmid	IncFIA,IncFIC	MOBP,MOBP	-	MOBP	mobilizable	non-AMR
GCF_049200455.1-NZ_CP185913.1	Escherichia	82494	typical plasmid	IncFIA,IncFIC	MOBP,MOBP	-	MOBP	mobilizable	non-AMR
GCF_045348745.1-NZ_CP162165.1	Escherichia	82493	typical plasmid	IncFIA,IncFIC	MOBP,MOBP	-	MOBP	mobilizable	non-AMR
GCF_904831875.1-NZ_LR883010.1	Escherichia	82464	typical plasmid	IncFII,IncI-gamma/K1	MOBF	MPF_F	-	conjugative	non-AMR
GCF_003355175.1-NZ_CP031323.1	Escherichia	82461	typical plasmid	IncFIA,IncFIB	-	MPF_F	MOBF	mobilizable	non-AMR
GCF_014169855.1-NZ_AP022289.1	Escherichia	82448	typical plasmid	IncI1/B/O	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_027944575.1-NZ_CP116069.1	Escherichia	82435	typical plasmid	IncFIA	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_041320205.1-NZ_CP100998.1	Escherichia	82420	typical plasmid	IncHI1B	MOBH,MOBP	-	-	mobilizable	AMR
GCF_021513335.1-NZ_CP068681.1	Escherichia	82394	typical plasmid	IncFIB,IncFIC,rep_cluster_2244	MOBP	-	MOBF	mobilizable	non-AMR
GCF_018279225.1-NZ_CP059839.1	Escherichia	82387	typical plasmid	IncFIB,IncFIC,rep_cluster_2244	MOBF	-	-	mobilizable	non-AMR
GCF_030419065.1-NZ_CP119005.1	Escherichia	82368	typical plasmid	IncY	-	-	-	non-mobilizable	non-AMR
GCF_002012025.1-NZ_CP018969.1	Escherichia	82364	typical plasmid	IncFIA,IncFIA,IncFIB,IncFII	-	MPF_F	MOBF	mobilizable	AMR
GCF_009949145.1-NZ_CP041421.1	Escherichia	82344	typical plasmid	IncFIB,IncFII,rep_cluster_2244	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_051397845.1-NZ_CP185943.1	Escherichia	82339	typical plasmid	IncFIA,IncFIC	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_904833135.1-NZ_LR883053.1	Escherichia	82314	typical plasmid	IncI-gamma/K1	MOBP,MOBP	-	MOBP	mobilizable	non-AMR
GCF_001610755.1-NZ_CP011065.1	Escherichia	82288	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_016903915.1-NZ_CP069999.1	Escherichia	82270	typical plasmid	IncI1/B/O	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_002951775.1-NZ_CP019264.1	Escherichia	82265	typical plasmid	IncI2	MOBP	MPF_T	-	conjugative	AMR
GCF_021534945.1-NZ_CP091047.1	Escherichia	82263	typical plasmid	IncFIA	MOBF	MPF_F	-	conjugative	AMR
GCF_003790525.1-NZ_CP033634.1	Escherichia	82252	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_015135355.1-NZ_AP022410.1	Escherichia	82247	typical plasmid	IncFIA,IncFIC	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_041320205.1-NZ_CP100999.1	Escherichia	82245	typical plasmid	IncFIA,IncFIC	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_029674645.1-NZ_CP121359.1	Escherichia	82225	typical plasmid	IncFIA,IncFIC	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_016772495.1-NZ_CP068594.1	Escherichia	82214	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_905071835.1-NZ_LR898876.1	Escherichia	82205	typical plasmid	IncFIA,IncFIC	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_043995745.1-NZ_CP171870.1	Escherichia	82203	typical plasmid	IncFIA	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_009363035.1-NZ_CP045279.1	Escherichia	82182	typical plasmid	IncFIA,IncFIA,IncFIB,IncFII	MOBF	MPF_F	MOBF	conjugative	non-AMR
GCF_904711265.1-NZ_LR882059.1	Escherichia	82142	typical plasmid	IncFIB,IncFII,IncI1	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_019428765.1-NZ_CP080167.1	Escherichia	82139	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	non-AMR
GCF_024918375.1-NZ_CP103661.1	Escherichia	82128	typical plasmid	IncK2/Z	MOBP	MPF_I	MOBP	conjugative	AMR
GCF_039909355.1-NZ_CP157092.1	Escherichia	82088	typical plasmid	IncFIB	MOBP	-	-	mobilizable	non-AMR
GCF_039909185.1-NZ_CP157106.1	Escherichia	82087	typical plasmid	IncFIB	MOBP	-	-	mobilizable	non-AMR
GCF_019428705.1-NZ_CP080142.1	Escherichia	82038	typical plasmid	IncFIA	MOBF	MPF_F	MOBF	conjugative	AMR
GCF_048020275.1-NZ_CP182184.1	Escherichia	82033	typical plasmid	IncFIA,IncFIC	MOBF,MOBP	MPF_F	MOBF	conjugative	non-AMR
GCF_030035445.1-NZ_CP125352.1	Escherichia	82020	typical plasmid	IncR,IncX1	-	-	MOBF	mobilizable	AMR
GCF_047456045.1-NZ_CP159457.1	Escherichia	81974	typical plasmid	IncFIA,IncFIC,rep_cluster_1195	MOBF	MPF_F	MOBP	conjugative	AMR
GCF_046272025.1-NZ_CP176679.1	Escherichia	81969	typical plasmid	IncFIB,IncI-gamma/K1	MOBP	-	-	mobilizable	non-AMR
GCF_027944575.1-NZ_CP116070.1	Escherichia	81965	typical plasmid	IncK2/Z	MOBP,MOBP	-	MOBP	mobilizable	non-AMR
