contig	genus	size	category-pident_90	chromid	ref_data
GCF_014168655.1-NZ_AP021932.1	Klebsiella	3981	typical plasmid	No	
GCF_014169335.1-NZ_AP022139.1	Klebsiella	5286024	typical chromosome	No	
GCF_014169335.1-NZ_AP022140.1	Klebsiella	85044	typical plasmid	No	
GCF_014169335.1-NZ_AP022141.1	Klebsiella	3852	typical plasmid	No	
GCF_014170015.1-NZ_CP054285.1	Klebsiella	5266171	typical chromosome	No	
GCF_014170015.1-NZ_CP054287.1	Klebsiella	156980	typical plasmid	No	
GCF_014170015.1-NZ_CP054286.1	Klebsiella	176330	typical plasmid	No	
GCF_014170015.1-NZ_CP054288.1	Klebsiella	43620	typical plasmid	No	
GCF_014170935.1-NZ_AP022078.1	Klebsiella	5361094	typical chromosome	No	
GCF_014170935.1-NZ_AP022079.1	Klebsiella	224088	typical plasmid	No	
GCF_014170935.1-NZ_AP022080.1	Klebsiella	176026	typical plasmid	No	
GCF_014170935.1-NZ_AP022081.1	Klebsiella	55445	typical plasmid	No	
GCF_014170935.1-NZ_AP022082.1	Klebsiella	41162	typical plasmid	No	
GCF_014170935.1-NZ_AP022083.1	Klebsiella	4012	typical plasmid	No	
GCF_014170935.1-NZ_AP022084.1	Klebsiella	3729	typical plasmid	No	
GCF_014189335.1-NZ_CP047271.1	Klebsiella	5305959	typical chromosome	No	
GCF_014189335.1-NZ_CP047272.1	Klebsiella	271744	typical plasmid	No	
GCF_014304835.1-NZ_CP060281.1	Klebsiella	5415338	typical chromosome	No	
GCF_014304835.1-NZ_CP060282.1	Klebsiella	237444	typical plasmid	No	
GCF_014304835.1-NZ_CP060283.1	Klebsiella	111136	typical plasmid	No	
GCF_014304835.1-NZ_CP060284.1	Klebsiella	71861	typical plasmid	No	
GCF_014361115.1-NZ_CP060744.1	Klebsiella	5356970	typical chromosome	No	
GCF_014361115.1-NZ_CP060747.1	Klebsiella	2308	typical plasmid	No	
GCF_014361115.1-NZ_CP060745.1	Klebsiella	92237	typical plasmid	No	
GCF_014361115.1-NZ_CP060746.1	Klebsiella	72636	typical plasmid	No	
GCF_014490685.2-NZ_CP072905.1	Klebsiella	5341468	typical chromosome	No	
GCF_014490685.2-NZ_CP072907.1	Klebsiella	100944	typical plasmid	No	
GCF_014490685.2-NZ_CP072908.1	Klebsiella	60525	typical plasmid	No	
GCF_014490685.2-NZ_CP072906.1	Klebsiella	372862	typical plasmid	No	
GCF_014495765.1-NZ_CP061053.1	Klebsiella	5466078	typical chromosome	No	
GCF_014495765.1-NZ_CP061054.1	Klebsiella	6103	typical plasmid	No	
GCF_014495765.1-NZ_CP061055.1	Klebsiella	70762	typical plasmid	No	
GCF_014495765.1-NZ_CP061056.1	Klebsiella	113014	typical plasmid	No	
GCF_014495765.1-NZ_CP061057.1	Klebsiella	57450	typical plasmid	No	
GCF_014495765.1-NZ_CP061058.1	Klebsiella	8428	typical plasmid	No	
GCF_014495765.1-NZ_CP061059.1	Klebsiella	5499	typical plasmid	No	
GCF_014495765.1-NZ_CP061060.1	Klebsiella	2044	typical plasmid	No	
GCF_014495765.1-NZ_CP061061.1	Klebsiella	1459	typical plasmid	No	
GCF_014495785.1-NZ_CP061062.1	Klebsiella	5468853	typical chromosome	No	
GCF_014495785.1-NZ_CP061063.1	Klebsiella	6103	typical plasmid	No	
GCF_014495785.1-NZ_CP061064.1	Klebsiella	66330	typical plasmid	No	
GCF_014495785.1-NZ_CP061065.1	Klebsiella	113014	typical plasmid	No	
GCF_014495785.1-NZ_CP061066.1	Klebsiella	57450	typical plasmid	No	
GCF_014495785.1-NZ_CP061067.1	Klebsiella	8428	typical plasmid	No	
GCF_014495785.1-NZ_CP061068.1	Klebsiella	5499	typical plasmid	No	
GCF_014495785.1-NZ_CP061069.1	Klebsiella	2044	typical plasmid	No	
GCF_014495785.1-NZ_CP061070.1	Klebsiella	1459	typical plasmid	No	
GCF_014524525.1-NZ_CP053035.1	Klebsiella	5273417	typical chromosome	No	
GCF_014524525.1-NZ_CP053036.1	Klebsiella	248660	typical plasmid	No	
GCF_014524525.1-NZ_CP053037.1	Klebsiella	85168	typical plasmid	No	
GCF_014524525.1-NZ_CP053038.1	Klebsiella	53270	typical plasmid	No	
GCF_014524525.1-NZ_CP053039.1	Klebsiella	8312	typical plasmid	No	
GCF_014524525.1-NZ_CP053040.1	Klebsiella	4167	typical plasmid	No	
GCF_014524525.1-NZ_CP053041.1	Klebsiella	3301	typical plasmid	No	
GCF_014725775.1-NZ_CP061350.1	Klebsiella	5248406	typical chromosome	No	
GCF_014725775.1-NZ_CP061351.1	Klebsiella	200067	typical plasmid	No	
GCF_014725775.1-NZ_CP061352.1	Klebsiella	108694	typical plasmid	No	
GCF_014725775.1-NZ_CP061353.1	Klebsiella	73483	typical plasmid	No	
GCF_014764345.1-NZ_CP061700.1	Klebsiella	5290020	typical chromosome	No	
GCF_014764345.1-NZ_CP061702.1	Klebsiella	125663	typical plasmid	No	
GCF_014764345.1-NZ_CP061701.1	Klebsiella	334893	typical plasmid	No	
GCF_014788765.1-NZ_CP061832.1	Klebsiella	5366773	typical chromosome	No	
GCF_014788765.1-NZ_CP061833.1	Klebsiella	193300	typical plasmid	No	
GCF_014788765.1-NZ_CP061834.1	Klebsiella	47819	typical plasmid	No	
GCF_014826045.1-NZ_CP060049.1	Klebsiella	5356496	typical chromosome	No	
GCF_014826045.1-NZ_CP060050.1	Klebsiella	199783	typical plasmid	No	
GCF_014826045.1-NZ_CP060051.1	Klebsiella	99260	typical plasmid	No	
GCF_014840955.1-NZ_CP061842.1	Klebsiella	5098464	typical chromosome	No	
GCF_014840955.1-NZ_CP061843.1	Klebsiella	173471	typical plasmid	No	
GCF_014854815.1-NZ_CP031934.1	Klebsiella	5479294	typical chromosome	No	
GCF_014854815.1-NZ_CP031935.1	Klebsiella	198126	typical plasmid	No	
GCF_014854815.1-NZ_CP031936.1	Klebsiella	133770	typical plasmid	No	
GCF_014854815.1-NZ_CP031937.1	Klebsiella	87094	typical plasmid	No	
GCF_014883955.1-NZ_CP062792.1	Klebsiella	5285656	typical chromosome	No	
GCF_014883955.1-NZ_CP062793.1	Klebsiella	116956	typical plasmid	No	
GCF_014883955.1-NZ_CP062794.1	Klebsiella	15947	typical plasmid	No	
GCF_014905815.1-NZ_AP023453.1	Klebsiella	5397394	typical chromosome	No	
GCF_014905815.1-NZ_AP023454.1	Klebsiella	93470	typical plasmid	No	
GCF_014905815.1-NZ_AP023455.1	Klebsiella	185769	typical plasmid	No	
GCF_014905815.1-NZ_AP023456.1	Klebsiella	56841	typical plasmid	No	
GCF_014905815.1-NZ_AP023457.1	Klebsiella	9294	typical plasmid	No	
GCF_014905815.1-NZ_AP023458.1	Klebsiella	3991	typical plasmid	No	
GCF_014961485.1-NZ_CP063147.1	Klebsiella	5329527	typical chromosome	No	
GCF_014961485.1-NZ_CP063148.1	Klebsiella	159093	typical plasmid	No	
GCF_014961485.1-NZ_CP063149.1	Klebsiella	375474	typical plasmid	No	
GCF_014961485.1-NZ_CP063146.1	Klebsiella	3991	typical plasmid	No	
GCF_015022235.1-NZ_CP066543.1	Klebsiella	5346234	typical chromosome	No	
GCF_015022235.1-NZ_CP066542.1	Klebsiella	188594	typical plasmid	No	
GCF_015022235.1-NZ_CP066544.1	Klebsiella	88050	typical plasmid	No	
GCF_015024285.2-NZ_CP065034.1	Klebsiella	5088943	typical chromosome	No	
GCF_015024285.2-NZ_CP065035.1	Klebsiella	191744	typical plasmid	No	
GCF_018139045.1-NZ_CP073236.1	Klebsiella	5830883	typical chromosome	No	
GCF_018139045.1-NZ_CP073237.1	Klebsiella	80069	typical plasmid	No	
GCF_021228735.1-NZ_CP089403.1	Klebsiella	6008024	typical chromosome	No	
GCF_021228735.1-NZ_CP089404.1	Klebsiella	149463	typical plasmid	No	
GCF_021228735.1-NZ_CP089405.1	Klebsiella	87732	typical plasmid	No	
GCF_021228735.1-NZ_CP089406.1	Klebsiella	64736	typical plasmid	No	
GCF_030169945.1-NZ_CP104925.1	Klebsiella	5959193	typical chromosome	No	
GCF_030169945.1-NZ_CP104926.1	Klebsiella	159878	typical plasmid	No	
GCF_030169945.1-NZ_CP104927.1	Klebsiella	92922	typical plasmid	No	
GCF_030169945.1-NZ_CP104928.1	Klebsiella	53246	typical plasmid	No	
GCF_036287845.1-NZ_CP143095.1	Klebsiella	5917837	typical chromosome	No	
GCF_036287845.1-NZ_CP143096.1	Klebsiella	53659	typical plasmid	No	
GCF_036287845.1-NZ_CP143097.1	Klebsiella	142342	typical plasmid	No	
GCF_036287845.1-NZ_CP143098.1	Klebsiella	47309	typical plasmid	No	
GCF_041003725.1-NZ_CP162997.1	Klebsiella	6067656	typical chromosome	No	
GCF_041003725.1-NZ_CP162998.1	Klebsiella	114808	typical plasmid	No	
GCF_041003725.1-NZ_CP162999.1	Klebsiella	86472	typical plasmid	No	
GCF_041003725.1-NZ_CP163000.1	Klebsiella	41190	typical plasmid	No	
GCF_041003735.1-NZ_CP163001.1	Klebsiella	6068875	typical chromosome	No	
GCF_041003735.1-NZ_CP163002.1	Klebsiella	41189	typical plasmid	No	
GCF_041154685.1-NZ_AP035775.1	Klebsiella	5897538	typical chromosome	No	
GCF_041283475.1-NZ_CP166204.1	Klebsiella	5962848	typical chromosome	No	
GCF_041283475.1-NZ_CP166205.1	Klebsiella	145275	typical plasmid	No	
GCF_041283475.1-NZ_CP166206.1	Klebsiella	106251	typical plasmid	No	
GCF_041283475.1-NZ_CP166207.1	Klebsiella	82461	typical plasmid	No	
GCF_041283475.1-NZ_CP166208.1	Klebsiella	65298	typical plasmid	No	
GCF_041283475.1-NZ_CP166209.1	Klebsiella	3545	typical plasmid	No	
GCF_046578805.1-NZ_CP172780.1	Klebsiella	6088892	typical chromosome	No	
GCF_046580825.1-NZ_CP172732.1	Klebsiella	5814989	typical chromosome	No	
GCF_046580825.1-NZ_CP172733.1	Klebsiella	132922	typical plasmid	No	
GCF_046580835.1-NZ_CP172782.1	Klebsiella	5784452	typical chromosome	No	
GCF_048400075.1-NZ_CP163256.1	Klebsiella	6245792	typical chromosome	No	
GCF_048400075.1-NZ_CP163257.1	Klebsiella	137213	typical plasmid	No	
GCF_048400075.1-NZ_CP163258.1	Klebsiella	40827	typical plasmid	No	
GCF_048400075.1-NZ_CP163259.1	Klebsiella	4372	typical plasmid	No	
GCF_048400075.1-NZ_CP163260.1	Klebsiella	2909	typical plasmid	No	
GCF_048400075.1-NZ_CP163261.1	Klebsiella	170890	typical plasmid	No	
GCF_048400075.1-NZ_CP163262.1	Klebsiella	48497	typical plasmid	No	
GCF_048572765.1-NZ_CP183842.1	Klebsiella	5820764	typical chromosome	No	
GCF_048572765.1-NZ_CP183843.1	Klebsiella	56413	typical plasmid	No	
GCF_048572765.1-NZ_CP183844.1	Klebsiella	46956	typical plasmid	No	
GCF_048572765.1-NZ_CP183845.1	Klebsiella	178941	typical plasmid	No	
GCF_048572765.1-NZ_CP183846.1	Klebsiella	145758	intermediate replicon	No	
GCF_048572765.1-NZ_CP183847.1	Klebsiella	207701	typical plasmid	No	
GCF_048572765.1-NZ_CP183848.1	Klebsiella	280326	typical plasmid	No	
GCF_050245095.1-NZ_CP182044.1	Klebsiella	5802809	typical chromosome	No	
GCF_050245095.1-NZ_CP182045.1	Klebsiella	200601	typical plasmid	No	
GCF_050245095.1-NZ_CP182046.1	Klebsiella	116005	typical plasmid	No	
GCF_050245825.1-NZ_CP182035.1	Klebsiella	5805597	typical chromosome	No	
GCF_050245825.1-NZ_CP182037.1	Klebsiella	201917	typical plasmid	No	
GCF_050245825.1-NZ_CP182036.1	Klebsiella	115194	typical plasmid	No	
GCF_050916275.1-NZ_CP116017.1	Klebsiella	5817807	typical chromosome	No	
GCF_051123605.1-NZ_CP188760.1	Klebsiella	6023973	typical chromosome	No	
GCF_051123605.1-NZ_CP188762.1	Klebsiella	72074	typical plasmid	No	
GCF_051123605.1-NZ_CP188761.1	Klebsiella	280988	typical plasmid	No	
GCF_051123605.1-NZ_CP188763.1	Klebsiella	58767	typical plasmid	No	
GCF_051123605.1-NZ_CP188764.1	Klebsiella	8613	typical plasmid	No	
GCF_051123605.1-NZ_CP188765.1	Klebsiella	7066	typical plasmid	No	
GCF_051123605.1-NZ_CP188766.1	Klebsiella	5890	typical plasmid	No	
GCF_051123605.1-NZ_CP188767.1	Klebsiella	5413	typical plasmid	No	
GCF_051123605.1-NZ_CP188768.1	Klebsiella	4048	typical plasmid	No	
GCF_900635105.1-NZ_LR133932.1	Klebsiella	5856891	typical chromosome	No	
GCF_904863345.1-NZ_LR890312.1	Klebsiella	5812602	typical chromosome	No	
GCF_904863345.1-NZ_LR890313.1	Klebsiella	201460	typical plasmid	No	
GCF_904863345.1-NZ_LR890314.1	Klebsiella	109877	typical plasmid	No	
GCF_904863345.1-NZ_LR890315.1	Klebsiella	29040	typical plasmid	No	
GCF_904863345.1-NZ_LR890316.1	Klebsiella	1552	typical plasmid	No	
GCF_905232115.2-NZ_OW849470.1	Klebsiella	5827436	typical chromosome	No	
GCF_905232115.2-NZ_OW849471.1	Klebsiella	209598	typical plasmid	No	
GCF_905232115.2-NZ_OW849472.1	Klebsiella	63570	typical plasmid	No	
GCF_905232115.2-NZ_OW849473.1	Klebsiella	2789	typical plasmid	No	
GCF_905322525.2-NZ_OW967374.1	Klebsiella	6005530	typical chromosome	No	
GCF_905322525.2-NZ_OW967375.1	Klebsiella	253358	typical plasmid	No	
GCF_905322525.2-NZ_OW967376.1	Klebsiella	68845	typical plasmid	No	
GCF_905322525.2-NZ_OW967377.1	Klebsiella	34760	typical plasmid	No	
GCF_905322525.2-NZ_OW967378.1	Klebsiella	21209	intermediate replicon	No	
GCF_905322525.2-NZ_OW967379.1	Klebsiella	5413	typical plasmid	No	
GCF_905322525.2-NZ_OW967380.1	Klebsiella	2546	typical plasmid	No	
GCF_905329555.2-NZ_OW967518.1	Klebsiella	6034991	typical chromosome	No	
GCF_905329555.2-NZ_OW967519.1	Klebsiella	195319	typical plasmid	No	
GCF_905329555.2-NZ_OW967520.1	Klebsiella	109361	typical plasmid	No	
GCF_905329555.2-NZ_OW967521.1	Klebsiella	10058	typical plasmid	No	
GCF_905329555.2-NZ_OW967522.1	Klebsiella	2495	typical plasmid	No	
GCF_905330835.2-NZ_OW968347.1	Klebsiella	5942035	typical chromosome	No	
GCF_905330835.2-NZ_OW968348.1	Klebsiella	98209	typical plasmid	No	
GCF_905330835.2-NZ_OW968349.1	Klebsiella	2815	typical plasmid	No	
GCF_905330865.2-NZ_OW968280.1	Klebsiella	5942021	typical chromosome	No	
GCF_905330865.2-NZ_OW968281.1	Klebsiella	98209	typical plasmid	No	
GCF_905330865.2-NZ_OW968282.1	Klebsiella	2815	typical plasmid	No	
GCF_905333885.2-NZ_OW969659.1	Klebsiella	5811774	typical chromosome	No	
GCF_905333885.2-NZ_OW969660.1	Klebsiella	165787	typical plasmid	No	
GCF_905333885.2-NZ_OW969661.1	Klebsiella	107836	typical plasmid	No	
GCF_905333885.2-NZ_OW969662.1	Klebsiella	64401	typical plasmid	No	
GCF_905333885.2-NZ_OW969663.1	Klebsiella	33557	typical plasmid	No	
GCF_905333885.2-NZ_OW969664.1	Klebsiella	6396	typical plasmid	No	
GCF_905333885.2-NZ_OW969665.1	Klebsiella	2495	typical plasmid	No	
GCF_905338025.2-NZ_OW969781.1	Klebsiella	5699169	typical chromosome	No	
GCF_905338025.2-NZ_OW969782.1	Klebsiella	61830	typical plasmid	No	
GCF_905338025.2-NZ_OW969783.1	Klebsiella	4665	typical plasmid	No	
GCF_015074925.1-NZ_CP063277.1	Klebsiella	5446456	typical chromosome	No	
GCF_015074925.1-NZ_CP063279.1	Klebsiella	127014	typical plasmid	No	
GCF_015074925.1-NZ_CP063278.1	Klebsiella	232362	typical plasmid	No	
GCF_015074925.1-NZ_CP063280.1	Klebsiella	63589	typical plasmid	No	
GCF_015138775.1-NZ_AP022527.1	Klebsiella	5257192	typical chromosome	No	
GCF_015138775.1-NZ_AP022528.1	Klebsiella	142386	typical plasmid	No	
GCF_015138775.1-NZ_AP022529.1	Klebsiella	44402	typical plasmid	No	
GCF_015138775.1-NZ_AP022530.1	Klebsiella	4906	typical plasmid	No	
GCF_015138775.1-NZ_AP022531.1	Klebsiella	4680	typical plasmid	No	
GCF_015138775.1-NZ_AP022532.1	Klebsiella	2315	typical plasmid	No	
GCF_015159775.2-NZ_CP067045.1	Klebsiella	5372607	typical chromosome	No	
GCF_015159775.2-NZ_CP067052.1	Klebsiella	2056	typical plasmid	No	
GCF_015159775.2-NZ_CP067047.1	Klebsiella	150767	typical plasmid	No	
GCF_015159775.2-NZ_CP067046.1	Klebsiella	194435	typical plasmid	No	
GCF_015159775.2-NZ_CP067048.1	Klebsiella	7418	typical plasmid	No	
GCF_015159775.2-NZ_CP067049.1	Klebsiella	5907	typical plasmid	No	
GCF_015159775.2-NZ_CP067050.1	Klebsiella	4773	typical plasmid	No	
GCF_015159775.2-NZ_CP067051.1	Klebsiella	3269	typical plasmid	No	
GCF_015219805.1-NZ_CP063215.1	Klebsiella	5234201	typical chromosome	No	
GCF_015219805.1-NZ_CP063216.1	Klebsiella	273789	typical plasmid	No	
GCF_015219805.1-NZ_CP063217.1	Klebsiella	111290	typical plasmid	No	
GCF_015219805.1-NZ_CP063218.1	Klebsiella	59223	typical plasmid	No	
GCF_015238555.1-NZ_CP063747.1	Klebsiella	5319846	typical chromosome	No	
GCF_015238555.1-NZ_CP063749.1	Klebsiella	142252	typical plasmid	No	
GCF_015238555.1-NZ_CP063748.1	Klebsiella	374513	typical plasmid	No	
GCF_015238555.1-NZ_CP063746.1	Klebsiella	3991	typical plasmid	No	
GCF_015238655.1-NZ_CP050336.1	Klebsiella	5436990	typical chromosome	No	
GCF_015238655.1-NZ_CP050337.1	Klebsiella	238333	typical plasmid	No	
GCF_015238655.1-NZ_CP050338.1	Klebsiella	110529	typical plasmid	No	
GCF_015238655.1-NZ_CP050339.1	Klebsiella	86253	typical plasmid	No	
GCF_015238655.1-NZ_CP050340.1	Klebsiella	10049	typical plasmid	No	
GCF_015238655.1-NZ_CP050341.1	Klebsiella	5596	typical plasmid	No	
GCF_015238895.1-NZ_CP050342.1	Klebsiella	5434420	typical chromosome	No	
GCF_015238895.1-NZ_CP050343.1	Klebsiella	205940	typical plasmid	No	
GCF_015238895.1-NZ_CP050344.1	Klebsiella	110529	typical plasmid	No	
GCF_015238895.1-NZ_CP050345.1	Klebsiella	91097	typical plasmid	No	
GCF_015238895.1-NZ_CP050346.1	Klebsiella	10060	typical plasmid	No	
GCF_015238895.1-NZ_CP050347.1	Klebsiella	5596	typical plasmid	No	
GCF_015239135.1-NZ_CP050348.1	Klebsiella	5438841	typical chromosome	No	
GCF_015239135.1-NZ_CP050349.1	Klebsiella	220761	typical plasmid	No	
GCF_015239135.1-NZ_CP050350.1	Klebsiella	110529	typical plasmid	No	
GCF_015239135.1-NZ_CP050351.1	Klebsiella	91502	typical plasmid	No	
GCF_015239135.1-NZ_CP050352.1	Klebsiella	10060	typical plasmid	No	
GCF_015239135.1-NZ_CP050353.1	Klebsiella	5596	typical plasmid	No	
GCF_015239295.1-NZ_CP050354.1	Klebsiella	5435561	typical chromosome	No	
GCF_015239295.1-NZ_CP050355.1	Klebsiella	239469	typical plasmid	No	
GCF_015239295.1-NZ_CP050356.1	Klebsiella	110529	typical plasmid	No	
GCF_015239295.1-NZ_CP050357.1	Klebsiella	91097	typical plasmid	No	
GCF_015239295.1-NZ_CP050358.1	Klebsiella	10060	typical plasmid	No	
GCF_015239295.1-NZ_CP050359.1	Klebsiella	5596	typical plasmid	No	
GCF_015243235.1-NZ_CP063759.1	Klebsiella	5557247	typical chromosome	No	
GCF_015243235.1-NZ_CP063761.1	Klebsiella	107554	typical plasmid	No	
GCF_015243235.1-NZ_CP063760.1	Klebsiella	219933	typical plasmid	No	
GCF_015243235.1-NZ_CP063762.1	Klebsiella	65935	typical plasmid	No	
GCF_015243235.1-NZ_CP063763.1	Klebsiella	61413	typical plasmid	No	
GCF_015243235.1-NZ_CP063764.1	Klebsiella	11970	typical plasmid	No	
GCF_015243235.1-NZ_CP063765.1	Klebsiella	5596	typical plasmid	No	
GCF_015277755.1-NZ_CP063833.1	Klebsiella	5390180	typical chromosome	No	
GCF_015277755.1-NZ_CP063834.1	Klebsiella	215999	typical plasmid	No	
GCF_015277755.1-NZ_CP063835.1	Klebsiella	128675	typical plasmid	No	
GCF_015277755.1-NZ_CP063836.1	Klebsiella	87095	typical plasmid	No	
GCF_015277755.1-NZ_CP063837.1	Klebsiella	11970	typical plasmid	No	
GCF_015277755.1-NZ_CP063838.1	Klebsiella	5596	typical plasmid	No	
GCF_015277915.1-NZ_CP063858.1	Klebsiella	5142109	typical chromosome	No	
GCF_015277915.1-NZ_CP063859.1	Klebsiella	262519	typical plasmid	No	
GCF_015277915.1-NZ_CP063860.1	Klebsiella	77053	typical plasmid	No	
GCF_015277915.1-NZ_CP063861.1	Klebsiella	89965	typical plasmid	No	
GCF_015277915.1-NZ_CP063862.1	Klebsiella	110270	typical plasmid	No	
GCF_015277935.1-NZ_CP063856.1	Klebsiella	5222128	typical chromosome	No	
GCF_015277935.1-NZ_CP063857.1	Klebsiella	92970	typical plasmid	No	
GCF_015277955.1-NZ_CP063851.1	Klebsiella	5141853	typical chromosome	No	
GCF_015277955.1-NZ_CP063852.1	Klebsiella	262508	typical plasmid	No	
GCF_015277955.1-NZ_CP063853.1	Klebsiella	110270	typical plasmid	No	
GCF_015277955.1-NZ_CP063854.1	Klebsiella	77050	typical plasmid	No	
GCF_015277955.1-NZ_CP063855.1	Klebsiella	89958	typical plasmid	No	
GCF_015277975.1-NZ_CP063863.1	Klebsiella	5309740	typical chromosome	No	
GCF_015277975.1-NZ_CP063864.1	Klebsiella	161463	typical plasmid	No	
GCF_015277995.1-NZ_CP063865.1	Klebsiella	5249027	typical chromosome	No	
GCF_015277995.1-NZ_CP063866.1	Klebsiella	150355	typical plasmid	No	
GCF_015278055.1-NZ_CP063871.1	Klebsiella	5383698	typical chromosome	No	
GCF_015278055.1-NZ_CP063872.1	Klebsiella	194302	typical plasmid	No	
GCF_015278055.1-NZ_CP063873.1	Klebsiella	112160	typical plasmid	No	
GCF_015278095.1-NZ_CP063881.1	Klebsiella	5374786	typical chromosome	No	
GCF_015278095.1-NZ_CP063882.1	Klebsiella	110388	typical plasmid	No	
GCF_015278095.1-NZ_CP063883.1	Klebsiella	109675	typical plasmid	No	
GCF_015278095.1-NZ_CP063884.1	Klebsiella	57825	typical plasmid	No	
GCF_015283665.1-NZ_CP063904.1	Klebsiella	5409887	typical chromosome	No	
GCF_015283665.1-NZ_CP063905.1	Klebsiella	226993	typical plasmid	No	
GCF_015283885.1-NZ_CP063885.1	Klebsiella	5301662	typical chromosome	No	
GCF_015283885.1-NZ_CP063886.1	Klebsiella	104834	typical plasmid	No	
GCF_015284665.1-NZ_CP063890.1	Klebsiella	5467009	typical chromosome	No	
GCF_015284665.1-NZ_CP063891.1	Klebsiella	227749	typical plasmid	No	
GCF_015284925.1-NZ_CP063927.1	Klebsiella	5167418	typical chromosome	No	
GCF_015284925.1-NZ_CP063928.1	Klebsiella	208376	typical plasmid	No	
GCF_015284925.1-NZ_CP063929.1	Klebsiella	190929	typical plasmid	No	
GCF_015285145.1-NZ_CP063930.1	Klebsiella	5237027	typical chromosome	No	
GCF_015285145.1-NZ_CP063931.1	Klebsiella	191041	typical plasmid	No	
GCF_015286225.1-NZ_CP063906.1	Klebsiella	5299916	typical chromosome	No	
GCF_015286225.1-NZ_CP063907.1	Klebsiella	104836	typical plasmid	No	
GCF_015286445.1-NZ_CP063908.1	Klebsiella	5419625	typical chromosome	No	
GCF_015286445.1-NZ_CP063909.1	Klebsiella	214844	typical plasmid	No	
GCF_015287605.1-NZ_CP063913.1	Klebsiella	5406489	typical chromosome	No	
GCF_015287605.1-NZ_CP063914.1	Klebsiella	256775	typical plasmid	No	
GCF_015288205.1-NZ_CP063919.1	Klebsiella	5292492	typical chromosome	No	
GCF_015288205.1-NZ_CP063920.1	Klebsiella	36933	typical plasmid	No	
GCF_015288605.1-NZ_CP063922.1	Klebsiella	5384549	typical chromosome	No	
GCF_015288605.1-NZ_CP063923.1	Klebsiella	82097	typical plasmid	No	
GCF_015288605.1-NZ_CP063924.1	Klebsiella	116734	typical plasmid	No	
GCF_015289145.1-NZ_CP063925.1	Klebsiella	5266775	typical chromosome	No	
GCF_015289545.1-NZ_CP063934.1	Klebsiella	5244341	typical chromosome	No	
GCF_015289545.1-NZ_CP063935.1	Klebsiella	104836	typical plasmid	No	
GCF_015289765.1-NZ_CP063943.1	Klebsiella	5244603	typical chromosome	No	
GCF_015289765.1-NZ_CP063944.1	Klebsiella	104835	typical plasmid	No	
GCF_015289985.1-NZ_CP063939.1	Klebsiella	5358716	typical chromosome	No	
GCF_015289985.1-NZ_CP063940.1	Klebsiella	189015	typical plasmid	No	
GCF_015289985.1-NZ_CP063941.1	Klebsiella	68142	typical plasmid	No	
GCF_015290145.1-NZ_CP063936.1	Klebsiella	5058265	typical chromosome	No	
GCF_015290145.1-NZ_CP063937.1	Klebsiella	182144	typical plasmid	No	
GCF_015290145.1-NZ_CP063938.1	Klebsiella	62783	typical plasmid	No	
GCF_015290925.1-NZ_CP063945.1	Klebsiella	5257545	typical chromosome	No	
GCF_015290925.1-NZ_CP063946.1	Klebsiella	433968	typical plasmid	No	
GCF_015290925.1-NZ_CP063947.1	Klebsiella	29799	typical plasmid	No	
GCF_015290925.1-NZ_CP063948.1	Klebsiella	22895	typical plasmid	No	
GCF_015290925.1-NZ_CP063949.1	Klebsiella	83704	typical plasmid	No	
GCF_015290985.1-NZ_CP028850.1	Klebsiella	5448209	typical chromosome	No	
GCF_015290985.1-NZ_CP028853.1	Klebsiella	94396	typical plasmid	No	
GCF_015290985.1-NZ_CP028855.1	Klebsiella	54031	typical plasmid	No	
GCF_015290985.1-NZ_CP028856.1	Klebsiella	31145	typical plasmid	No	
GCF_015290985.1-NZ_CP028857.1	Klebsiella	4096	typical plasmid	No	
GCF_015290985.1-NZ_CP028854.1	Klebsiella	70299	typical plasmid	No	
GCF_015290985.1-NZ_CP028851.1	Klebsiella	238037	typical plasmid	No	
